Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
SURVEY,2021,YEAR,,COUNTY,OHIO,39,SOUTH CENTRAL,80,SCIOTO,145,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,53.1,3.4
SURVEY,2021,YEAR,,COUNTY,OHIO,39,SOUTHEAST,90,ATHENS,9,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,52.9,3.4
SURVEY,2021,YEAR,,COUNTY,OHIO,39,SOUTHEAST,90,GUERNSEY,59,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,47.1,7
SURVEY,2021,YEAR,,COUNTY,OHIO,39,SOUTHEAST,90,MEIGS,105,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,48,8.5
SURVEY,2021,YEAR,,COUNTY,OHIO,39,SOUTHEAST,90,MORGAN,115,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,51.9,3.3
SURVEY,2021,YEAR,,COUNTY,OHIO,39,SOUTHEAST,90,MUSKINGUM,119,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,54.7,4.3
SURVEY,2021,YEAR,,COUNTY,OHIO,39,SOUTHEAST,90,NOBLE,121,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,45.1,2.4
SURVEY,2021,YEAR,,COUNTY,OHIO,39,SOUTHEAST,90,PERRY,127,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,57.1,3
SURVEY,2021,YEAR,,COUNTY,OHIO,39,SOUTHEAST,90,VINTON,163,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,63,2.7
SURVEY,2021,YEAR,,COUNTY,OHIO,39,SOUTHEAST,90,WASHINGTON,167,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,55.6,3.6
SURVEY,2021,YEAR,,COUNTY,OHIO,39,SOUTHWEST,70,BUTLER,17,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,54.6,6.5
SURVEY,2021,YEAR,,COUNTY,OHIO,39,SOUTHWEST,70,CLERMONT,25,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,54.4,5.2
SURVEY,2021,YEAR,,COUNTY,OHIO,39,SOUTHWEST,70,CLINTON,27,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,60.7,3.8
SURVEY,2021,YEAR,,COUNTY,OHIO,39,SOUTHWEST,70,GREENE,57,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,63.5,5.2
SURVEY,2021,YEAR,,COUNTY,OHIO,39,SOUTHWEST,70,HAMILTON,61,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,48.6,4.2
SURVEY,2021,YEAR,,COUNTY,OHIO,39,SOUTHWEST,70,MONTGOMERY,113,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,53.3,2.5
SURVEY,2021,YEAR,,COUNTY,OHIO,39,SOUTHWEST,70,PREBLE,135,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,56.4,3.5
SURVEY,2021,YEAR,,COUNTY,OHIO,39,SOUTHWEST,70,WARREN,165,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,53.2,5.1
SURVEY,2021,YEAR,,COUNTY,OHIO,39,WEST CENTRAL,40,AUGLAIZE,11,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,61,3.3
SURVEY,2021,YEAR,,COUNTY,OHIO,39,WEST CENTRAL,40,CHAMPAIGN,21,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,59.9,3
SURVEY,2021,YEAR,,COUNTY,OHIO,39,WEST CENTRAL,40,CLARK,23,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,61.5,3.6
SURVEY,2021,YEAR,,COUNTY,OHIO,39,WEST CENTRAL,40,DARKE,37,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,57.8,3.8
SURVEY,2021,YEAR,,COUNTY,OHIO,39,WEST CENTRAL,40,HARDIN,65,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,58.3,3.2
SURVEY,2021,YEAR,,COUNTY,OHIO,39,WEST CENTRAL,40,LOGAN,91,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,60.4,2.4
SURVEY,2021,YEAR,,COUNTY,OHIO,39,WEST CENTRAL,40,MERCER,107,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,64.9,1.4
SURVEY,2021,YEAR,,COUNTY,OHIO,39,WEST CENTRAL,40,MIAMI,109,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,62.9,2
SURVEY,2021,YEAR,,COUNTY,OHIO,39,WEST CENTRAL,40,SHELBY,149,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,58.4,1.9
SURVEY,2021,YEAR,,COUNTY,OKLAHOMA,40,,99,OTHER COUNTIES,,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,27.3,5
SURVEY,2021,YEAR,,COUNTY,OKLAHOMA,40,CENTRAL,50,GRADY,51,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,30.5,7.3
SURVEY,2021,YEAR,,COUNTY,OKLAHOMA,40,CENTRAL,50,KINGFISHER,73,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,28.7,30.3
SURVEY,2021,YEAR,,COUNTY,OKLAHOMA,40,CENTRAL,50,LOGAN,83,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,20.5,4.7
SURVEY,2021,YEAR,,COUNTY,OKLAHOMA,40,CENTRAL,50,PAYNE,119,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,22.6,11.3
SURVEY,2021,YEAR,,COUNTY,OKLAHOMA,40,CENTRAL,50,POTTAWATOMIE,125,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,37,9.2
SURVEY,2021,YEAR,,COUNTY,OKLAHOMA,40,EAST CENTRAL,80,MUSKOGEE,101,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,37,9.6
SURVEY,2021,YEAR,,COUNTY,OKLAHOMA,40,EAST CENTRAL,80,SEQUOYAH,135,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,37.3,12.2
SURVEY,2021,YEAR,,COUNTY,OKLAHOMA,40,NORTH CENTRAL,40,ALFALFA,3,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,23.2,7.1
SURVEY,2021,YEAR,,COUNTY,OKLAHOMA,40,NORTH CENTRAL,40,GARFIELD,47,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,19.6,13.6
SURVEY,2021,YEAR,,COUNTY,OKLAHOMA,40,NORTH CENTRAL,40,GRANT,53,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,17,9.1
SURVEY,2021,YEAR,,COUNTY,OKLAHOMA,40,NORTH CENTRAL,40,KAY,71,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,20.6,7
SURVEY,2021,YEAR,,COUNTY,OKLAHOMA,40,NORTH CENTRAL,40,MAJOR,93,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,31.7,26.2
SURVEY,2021,YEAR,,COUNTY,OKLAHOMA,40,NORTH CENTRAL,40,NOBLE,103,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,15.7,11.4
SURVEY,2021,YEAR,,COUNTY,OKLAHOMA,40,NORTH CENTRAL,40,WOODS,151,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,27.3,14.9
SURVEY,2021,YEAR,,COUNTY,OKLAHOMA,40,NORTHEAST,70,CRAIG,35,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,18.8,8.1
SURVEY,2021,YEAR,,COUNTY,OKLAHOMA,40,NORTHEAST,70,DELAWARE,41,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,28.8,6.7
SURVEY,2021,YEAR,,COUNTY,OKLAHOMA,40,NORTHEAST,70,MAYES,97,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,13,13.5
SURVEY,2021,YEAR,,COUNTY,OKLAHOMA,40,NORTHEAST,70,OSAGE,113,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,15.5,15.8
SURVEY,2021,YEAR,,COUNTY,OKLAHOMA,40,NORTHEAST,70,OTTAWA,115,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,29.2,4.6
SURVEY,2021,YEAR,,COUNTY,OKLAHOMA,40,NORTHEAST,70,PAWNEE,117,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,11.9,25
SURVEY,2021,YEAR,,COUNTY,OKLAHOMA,40,NORTHEAST,70,ROGERS,131,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,21.1,9.5
SURVEY,2021,YEAR,,COUNTY,OKLAHOMA,40,NORTHEAST,70,TULSA,143,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,32.7,5.8
SURVEY,2021,YEAR,,COUNTY,OKLAHOMA,40,NORTHEAST,70,WAGONER,145,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,26.7,4.9
SURVEY,2021,YEAR,,COUNTY,OKLAHOMA,40,NORTHEAST,70,WASHINGTON,147,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,13.8,9.4
SURVEY,2021,YEAR,,COUNTY,OKLAHOMA,40,PANHANDLE,10,BEAVER,7,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,67.3,7.8
SURVEY,2021,YEAR,,COUNTY,OKLAHOMA,40,SOUTH CENTRAL,60,GARVIN,49,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,27.5,11.5
SURVEY,2021,YEAR,,COUNTY,OKLAHOMA,40,SOUTHEAST,90,CHOCTAW,23,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,32.3,32.4
SURVEY,2021,YEAR,,COUNTY,OKLAHOMA,40,SOUTHEAST,90,LEFLORE,79,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,22.4,8
SURVEY,2021,YEAR,,COUNTY,OKLAHOMA,40,SOUTHWEST,30,CADDO,15,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,40.8,12.9
SURVEY,2021,YEAR,,COUNTY,OKLAHOMA,40,SOUTHWEST,30,KIOWA,75,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,44.3,8.6
SURVEY,2021,YEAR,,COUNTY,OKLAHOMA,40,WEST CENTRAL,20,BLAINE,11,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,31,19
SURVEY,2021,YEAR,,COUNTY,OKLAHOMA,40,WEST CENTRAL,20,CUSTER,39,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,34,24
SURVEY,2021,YEAR,,COUNTY,OKLAHOMA,40,WEST CENTRAL,20,WASHITA,149,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,30.5,18.2
SURVEY,2021,YEAR,,COUNTY,PENNSYLVANIA,42,,99,OTHER COUNTIES,,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,49.4,2.4
SURVEY,2021,YEAR,,COUNTY,PENNSYLVANIA,42,CENTRAL,50,BLAIR,13,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,55.4,5.4
SURVEY,2021,YEAR,,COUNTY,PENNSYLVANIA,42,CENTRAL,50,CAMBRIA,21,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,51,3.5
SURVEY,2021,YEAR,,COUNTY,PENNSYLVANIA,42,CENTRAL,50,CENTRE,27,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,55.8,3.3
SURVEY,2021,YEAR,,COUNTY,PENNSYLVANIA,42,CENTRAL,50,COLUMBIA,37,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,50.1,4.4
SURVEY,2021,YEAR,,COUNTY,PENNSYLVANIA,42,CENTRAL,50,DAUPHIN,43,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,55.8,4.4
SURVEY,2021,YEAR,,COUNTY,PENNSYLVANIA,42,CENTRAL,50,HUNTINGDON,61,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,58.4,4.4
SURVEY,2021,YEAR,,COUNTY,PENNSYLVANIA,42,CENTRAL,50,JUNIATA,67,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,54.1,3.9
SURVEY,2021,YEAR,,COUNTY,PENNSYLVANIA,42,CENTRAL,50,MIFFLIN,87,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,58,3.8
SURVEY,2021,YEAR,,COUNTY,PENNSYLVANIA,42,CENTRAL,50,MONTOUR,93,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,54.6,3.7
SURVEY,2021,YEAR,,COUNTY,PENNSYLVANIA,42,CENTRAL,50,NORTHUMBERLAND,97,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,54.7,1.9
SURVEY,2021,YEAR,,COUNTY,PENNSYLVANIA,42,CENTRAL,50,PERRY,99,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,56.5,2.8
SURVEY,2021,YEAR,,COUNTY,PENNSYLVANIA,42,CENTRAL,50,SNYDER,109,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,54.9,3.9
SURVEY,2021,YEAR,,COUNTY,PENNSYLVANIA,42,CENTRAL,50,UNION,119,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,57.8,5.2
SURVEY,2021,YEAR,,COUNTY,PENNSYLVANIA,42,EAST CENTRAL,60,LEHIGH,77,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,56.3,4.6
SURVEY,2021,YEAR,,COUNTY,PENNSYLVANIA,42,EAST CENTRAL,60,LUZERNE,79,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,45.9,4.8
SURVEY,2021,YEAR,,COUNTY,PENNSYLVANIA,42,EAST CENTRAL,60,MONROE,89,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,42.9,3
SURVEY,2021,YEAR,,COUNTY,PENNSYLVANIA,42,EAST CENTRAL,60,NORTHAMPTON,95,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,50.7,3.1
SURVEY,2021,YEAR,,COUNTY,PENNSYLVANIA,42,EAST CENTRAL,60,SCHUYLKILL,107,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,52.3,4.4
SURVEY,2021,YEAR,,COUNTY,PENNSYLVANIA,42,NORTH CENTRAL,20,CLINTON,35,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,56.1,1.4
SURVEY,2021,YEAR,,COUNTY,PENNSYLVANIA,42,NORTH CENTRAL,20,LYCOMING,81,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,52,3.8
SURVEY,2021,YEAR,,COUNTY,PENNSYLVANIA,42,NORTH CENTRAL,20,SULLIVAN,113,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,41.6,9
SURVEY,2021,YEAR,,COUNTY,PENNSYLVANIA,42,NORTH CENTRAL,20,TIOGA,117,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,40.3,5.4
SURVEY,2021,YEAR,,COUNTY,PENNSYLVANIA,42,NORTHWESTERN,10,CRAWFORD,39,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,42,3.5
SURVEY,2021,YEAR,,COUNTY,PENNSYLVANIA,42,NORTHWESTERN,10,ERIE,49,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,48.8,2.5
SURVEY,2021,YEAR,,COUNTY,PENNSYLVANIA,42,NORTHWESTERN,10,MERCER,85,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,47.5,6.1
SURVEY,2021,YEAR,,COUNTY,PENNSYLVANIA,42,NORTHWESTERN,10,VENANGO,121,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,45.1,2.2
SURVEY,2021,YEAR,,COUNTY,PENNSYLVANIA,42,NORTHWESTERN,10,WARREN,123,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,41.1,7.5
SURVEY,2021,YEAR,,COUNTY,PENNSYLVANIA,42,SOUTH CENTRAL,80,ADAMS,1,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,56.8,3.6
SURVEY,2021,YEAR,,COUNTY,PENNSYLVANIA,42,SOUTH CENTRAL,80,BEDFORD,9,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,56.5,3.8
SURVEY,2021,YEAR,,COUNTY,PENNSYLVANIA,42,SOUTH CENTRAL,80,CUMBERLAND,41,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,58.8,3.9
SURVEY,2021,YEAR,,COUNTY,PENNSYLVANIA,42,SOUTH CENTRAL,80,FRANKLIN,55,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,53.9,3.8
SURVEY,2021,YEAR,,COUNTY,PENNSYLVANIA,42,SOUTH CENTRAL,80,FULTON,57,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,54.9,7.7
SURVEY,2021,YEAR,,COUNTY,PENNSYLVANIA,42,SOUTH CENTRAL,80,YORK,133,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,57.2,3
SURVEY,2021,YEAR,,COUNTY,PENNSYLVANIA,42,SOUTHEASTERN,90,BERKS,11,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,53.3,2.4
SURVEY,2021,YEAR,,COUNTY,PENNSYLVANIA,42,SOUTHEASTERN,90,BUCKS,17,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,52.4,2.1
SURVEY,2021,YEAR,,COUNTY,PENNSYLVANIA,42,SOUTHEASTERN,90,CHESTER,29,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,56.3,5.6
SURVEY,2021,YEAR,,COUNTY,PENNSYLVANIA,42,SOUTHEASTERN,90,LANCASTER,71,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,63.3,2.2
SURVEY,2021,YEAR,,COUNTY,PENNSYLVANIA,42,SOUTHEASTERN,90,LEBANON,75,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,58.6,2.8
SURVEY,2021,YEAR,,COUNTY,PENNSYLVANIA,42,SOUTHEASTERN,90,MONTGOMERY,91,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,53.5,4.5
SURVEY,2021,YEAR,,COUNTY,PENNSYLVANIA,42,SOUTHWESTERN,70,ALLEGHENY,3,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,47.6,6
SURVEY,2021,YEAR,,COUNTY,PENNSYLVANIA,42,SOUTHWESTERN,70,FAYETTE,51,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,49.2,2.8
SURVEY,2021,YEAR,,COUNTY,PENNSYLVANIA,42,SOUTHWESTERN,70,SOMERSET,111,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,44.9,5.2
SURVEY,2021,YEAR,,COUNTY,PENNSYLVANIA,42,SOUTHWESTERN,70,WASHINGTON,125,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,51.6,7.2
SURVEY,2021,YEAR,,COUNTY,PENNSYLVANIA,42,SOUTHWESTERN,70,WESTMORELAND,129,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,52.7,3.3
SURVEY,2021,YEAR,,COUNTY,PENNSYLVANIA,42,WEST CENTRAL,40,ARMSTRONG,5,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,46.9,2.7
SURVEY,2021,YEAR,,COUNTY,PENNSYLVANIA,42,WEST CENTRAL,40,BEAVER,7,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,46.2,6.2
SURVEY,2021,YEAR,,COUNTY,PENNSYLVANIA,42,WEST CENTRAL,40,BUTLER,19,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,44.3,6.8
SURVEY,2021,YEAR,,COUNTY,PENNSYLVANIA,42,WEST CENTRAL,40,CLARION,31,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,47.3,7.5
SURVEY,2021,YEAR,,COUNTY,PENNSYLVANIA,42,WEST CENTRAL,40,INDIANA,63,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,51.7,3.3
SURVEY,2021,YEAR,,COUNTY,SOUTH CAROLINA,45,,99,OTHER COUNTIES,,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,38.5,3.9
SURVEY,2021,YEAR,,COUNTY,SOUTH CAROLINA,45,CENTRAL,50,CLARENDON,27,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,39.9,5.3
SURVEY,2021,YEAR,,COUNTY,SOUTH CAROLINA,45,CENTRAL,50,LEE,61,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,44,3.9
SURVEY,2021,YEAR,,COUNTY,SOUTH CAROLINA,45,CENTRAL,50,LEXINGTON,63,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,36.1,9.5
SURVEY,2021,YEAR,,COUNTY,SOUTH CAROLINA,45,CENTRAL,50,ORANGEBURG,75,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,44.8,3.6
SURVEY,2021,YEAR,,COUNTY,SOUTH CAROLINA,45,CENTRAL,50,SUMTER,85,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,38.7,7.2
